month,region,item,total_issued
2021 May,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2021 Jun,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2021 Jul,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2021 Aug,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2021 Sep,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2021 Oct,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2021 Nov,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2021 Dec,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2022 Jan,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2022 Feb,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2022 Mar,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2022 Apr,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2022 May,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2022 Jun,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2022 Jul,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2022 Aug,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2022 Sep,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2022 Oct,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2022 Nov,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2022 Dec,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2023 Jan,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,0
2023 Feb,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,4
2023 Mar,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,2
2023 Apr,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,57
2023 May,Addis Ababa,Gentamicin - 10mg/ml 2ml - Injection,13
2017 Aug,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,420
2017 Sep,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2017 Oct,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2017 Nov,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2017 Dec,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2018 Jan,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2018 Feb,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,180
2018 Mar,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2018 Apr,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2018 May,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2018 Jun,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2018 Jul,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,120
2018 Aug,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,1080
2018 Sep,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2018 Oct,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,2
2018 Nov,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,1
2018 Dec,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2019 Jan,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2019 Feb,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2019 Mar,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2019 Apr,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,4
2019 May,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,364
2019 Jun,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,17
2019 Jul,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,780
2019 Aug,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,22
2019 Sep,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2019 Oct,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2019 Nov,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2019 Dec,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2020 Jan,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,720
2020 Feb,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2020 Mar,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2020 Apr,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2020 May,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2020 Jun,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2020 Jul,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2020 Aug,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2020 Sep,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,2531
2020 Oct,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,35
2020 Nov,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,114
2020 Dec,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,530
2021 Jan,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,8
2021 Feb,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,3
2021 Mar,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2021 Apr,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2021 May,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2021 Jun,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2021 Jul,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2021 Aug,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2021 Sep,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2021 Oct,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2021 Nov,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2021 Dec,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2022 Jan,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,0
2022 Feb,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,30
2022 Mar,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,85
2022 Apr,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,124
2022 May,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,46
2022 Jun,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,73
2022 Jul,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,12
2022 Aug,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,117
2022 Sep,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,13
2022 Oct,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,46
2022 Nov,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,10
2022 Dec,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,138
2023 Jan,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,11
2023 Feb,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,25
2023 Mar,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,21
2023 Apr,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,23
2023 May,Addis Ababa,Gentamicin - 40mg/2ml in 2ml Ampoule - Injection,1
2017 Aug,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),160
2017 Sep,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),15
2017 Oct,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),2
2017 Nov,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),11
2017 Dec,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),702
2018 Jan,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),13
2018 Feb,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),1
2018 Mar,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),1215
2018 Apr,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),318
2018 May,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),1412
2018 Jun,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),1287
2018 Jul,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),3
2018 Aug,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),207
2018 Sep,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),364
2018 Oct,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),407
2018 Nov,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),325
2018 Dec,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),831
2019 Jan,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),2936
2019 Feb,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),306
2019 Mar,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),1204
2019 Apr,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),3
2019 May,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),709
2019 Jun,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),11
2019 Jul,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),200
2019 Aug,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),19
2019 Sep,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),0
2019 Oct,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),1507
2019 Nov,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),884
2019 Dec,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),913
2020 Jan,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),302
2020 Feb,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),1503
2020 Mar,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),204
2020 Apr,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),301
2020 May,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),2
2020 Jun,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),309
2020 Jul,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),1
2020 Aug,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),3205
2020 Sep,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),100
2020 Oct,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),1103
2020 Nov,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),202
2020 Dec,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),207
2021 Jan,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),102
2021 Feb,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),312
2021 Mar,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),252
2021 Apr,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),1255
2021 May,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),500
2021 Jun,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),800
2021 Jul,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),0
2021 Aug,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),1010
2021 Sep,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),200
2021 Oct,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),1500
2021 Nov,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),293
2021 Dec,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),301
2022 Jan,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),3200
2022 Feb,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),120
2022 Mar,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),31613
2022 Apr,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),2497
2022 May,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),800
2022 Jun,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),1700
2022 Jul,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),530
2022 Aug,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),1310
2022 Sep,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),910
2022 Oct,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),3610
2022 Nov,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),445
2022 Dec,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),1820
2023 Jan,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),666
2023 Feb,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),1320
2023 Mar,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),405
2023 Apr,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),403
2023 May,Addis Ababa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),204
2017 Aug,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,4062
2017 Sep,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1419
2017 Oct,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1563
2017 Nov,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,2847
2017 Dec,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,6619
2018 Jan,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1944
2018 Feb,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1101
2018 Mar,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,3309
2018 Apr,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,2064
2018 May,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,3530
2018 Jun,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,4724
2018 Jul,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1203
2018 Aug,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,6039
2018 Sep,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,812
2018 Oct,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1893
2018 Nov,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1244
2018 Dec,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1777
2019 Jan,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,5717
2019 Feb,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1975
2019 Mar,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,2067
2019 Apr,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,492
2019 May,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1379
2019 Jun,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,195
2019 Jul,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,30
2019 Aug,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,52
2019 Sep,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,546
2019 Oct,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,552
2019 Nov,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2019 Dec,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2020 Jan,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2020 Feb,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2020 Mar,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1527
2020 Apr,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,5205
2020 May,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,3159
2020 Jun,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,4936
2020 Jul,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,269
2020 Aug,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,3897
2020 Sep,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1599
2020 Oct,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,3911
2020 Nov,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1543
2020 Dec,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1234
2021 Jan,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2021 Feb,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1050
2021 Mar,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2021 Apr,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,535
2021 May,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,2751
2021 Jun,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,4721
2021 Jul,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,2088
2021 Aug,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1548
2021 Sep,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,3108
2021 Oct,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,4408
2021 Nov,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,2181
2021 Dec,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,3201
2022 Jan,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,3202
2022 Feb,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1447
2022 Mar,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,973
2022 Apr,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,270
2022 May,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1717
2022 Jun,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,3413
2022 Jul,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1873
2022 Aug,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,4355
2022 Sep,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,2237
2022 Oct,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,5273
2022 Nov,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,2679
2022 Dec,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,3390
2023 Jan,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1552
2023 Feb,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1601
2023 Mar,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,3596
2023 Apr,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1997
2023 May,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1823
2017 Aug,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,473
2017 Sep,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2017 Oct,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2017 Nov,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2017 Dec,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,4847
2018 Jan,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,25952
2018 Feb,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,472
2018 Mar,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,984
2018 Apr,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1005
2018 May,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,297
2018 Jun,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,616
2018 Jul,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2018 Aug,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1910
2018 Sep,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,656
2018 Oct,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,11223
2018 Nov,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1902
2018 Dec,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,313
2019 Jan,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,2169
2019 Feb,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1096
2019 Mar,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,51
2019 Apr,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,20
2019 May,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1072
2019 Jun,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,817
2019 Jul,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2019 Aug,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,207
2019 Sep,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2019 Oct,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2019 Nov,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2019 Dec,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2020 Jan,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2020 Feb,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2020 Mar,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,5378
2020 Apr,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1576
2020 May,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,887
2020 Jun,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,93
2020 Jul,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2020 Aug,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,583
2020 Sep,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,100
2020 Oct,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,965
2020 Nov,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,237
2020 Dec,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1084
2021 Jan,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,720
2021 Feb,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,460
2021 Mar,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,621
2021 Apr,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,483
2021 May,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,649
2021 Jun,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,967
2021 Jul,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,596
2021 Aug,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,1023
2021 Sep,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,288
2021 Oct,Addis Ababa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,818
